	study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
24	PRJDB5064	DRP004280	SAMD00057073	DRS063807	DRX066570	DRR072632	DRA005151	539655	human skin metagenome	LS454	454 GS FLX Titanium			SINGLE	AMPLICON	METAGENOMIC	PCR	2500	866002	UT_COB	2018-06-14	2018-06-14	454 GS FLX Titanium sequencing; 454 GS FLX Titanium sequencing of SAMD00057073	16S amplicon sequence analysis of skin microbiomes from Japanese individual	DRP004280	DRX066570	DRR072632	177477	87dbd780b8b6eacb770d3098782ed561	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072632/DRR072632.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR072/DRR072632/DRR072632.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072632/DRR072632.fastq.gz							408328.0	0a9690be7b0e40d0b6ad1ffbcc5d668b	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072632	fasp.sra.ebi.ac.uk:/vol1/drr/DRR072/DRR072632	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072632				SAMD00057073		CK-25		2018-06-14
25	PRJDB5064	DRP004280	SAMD00057074	DRS063808	DRX066571	DRR072633	DRA005151	539655	human skin metagenome	LS454	454 GS FLX Titanium			SINGLE	AMPLICON	METAGENOMIC	PCR	2500	865485	UT_COB	2018-06-14	2018-06-14	454 GS FLX Titanium sequencing; 454 GS FLX Titanium sequencing of SAMD00057074	16S amplicon sequence analysis of skin microbiomes from Japanese individual	DRP004280	DRX066571	DRR072633	282898	2caad3609041dd420c91eb9c14a6b689	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072633/DRR072633.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR072/DRR072633/DRR072633.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072633/DRR072633.fastq.gz							482032.0	125440db7fcfdf1c191f35890804dfc4	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072633	fasp.sra.ebi.ac.uk:/vol1/drr/DRR072/DRR072633	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072633				SAMD00057074		CK-26		2018-06-14
26	PRJDB5064	DRP004280	SAMD00057075	DRS063809	DRX066572	DRR072634	DRA005151	539655	human skin metagenome	LS454	454 GS FLX Titanium			SINGLE	AMPLICON	METAGENOMIC	PCR	2500	869255	UT_COB	2018-06-14	2018-06-14	454 GS FLX Titanium sequencing; 454 GS FLX Titanium sequencing of SAMD00057075	16S amplicon sequence analysis of skin microbiomes from Japanese individual	DRP004280	DRX066572	DRR072634	309111	14b06edfc44e05c5717142bff189c50c	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072634/DRR072634.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR072/DRR072634/DRR072634.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072634/DRR072634.fastq.gz							488347.0	d40550781a8595a7b6cfa28ab27ef474	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072634	fasp.sra.ebi.ac.uk:/vol1/drr/DRR072/DRR072634	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072634				SAMD00057075		CK-27		2018-06-14
27	PRJDB5064	DRP004280	SAMD00057076	DRS063810	DRX066573	DRR072635	DRA005151	539655	human skin metagenome	LS454	454 GS FLX Titanium			SINGLE	AMPLICON	METAGENOMIC	PCR	2500	873732	UT_COB	2018-06-14	2018-06-14	454 GS FLX Titanium sequencing; 454 GS FLX Titanium sequencing of SAMD00057076	16S amplicon sequence analysis of skin microbiomes from Japanese individual	DRP004280	DRX066573	DRR072635	279854	831d366a372ee466109d809b02b43316	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072635/DRR072635.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR072/DRR072635/DRR072635.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072635/DRR072635.fastq.gz							457043.0	d2e81188e5df7047b6ca418f91482b9c	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072635	fasp.sra.ebi.ac.uk:/vol1/drr/DRR072/DRR072635	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072635				SAMD00057076		CK-28		2018-06-14
28	PRJDB5064	DRP004280	SAMD00057077	DRS063811	DRX066574	DRR072636	DRA005151	539655	human skin metagenome	LS454	454 GS FLX Titanium			SINGLE	AMPLICON	METAGENOMIC	PCR	2500	883359	UT_COB	2018-06-14	2018-06-14	454 GS FLX Titanium sequencing; 454 GS FLX Titanium sequencing of SAMD00057077	16S amplicon sequence analysis of skin microbiomes from Japanese individual	DRP004280	DRX066574	DRR072636	267011	2411a719699c33b986a1d0072d528c80	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072636/DRR072636.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR072/DRR072636/DRR072636.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072636/DRR072636.fastq.gz							443536.0	70aa2b19b3850dff38a033ba5571bd50	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072636	fasp.sra.ebi.ac.uk:/vol1/drr/DRR072/DRR072636	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072636				SAMD00057077		CK-29		2018-06-14
29	PRJDB5064	DRP004280	SAMD00057078	DRS063812	DRX066575	DRR072637	DRA005151	539655	human skin metagenome	LS454	454 GS FLX Titanium			SINGLE	AMPLICON	METAGENOMIC	PCR	2500	865406	UT_COB	2018-06-14	2018-06-14	454 GS FLX Titanium sequencing; 454 GS FLX Titanium sequencing of SAMD00057078	16S amplicon sequence analysis of skin microbiomes from Japanese individual	DRP004280	DRX066575	DRR072637	240387	a925c25daac7e7f56c7fdc4d54365e4c	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072637/DRR072637.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR072/DRR072637/DRR072637.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072637/DRR072637.fastq.gz							447142.0	03e078d7ec840ac0ba76531030669a5d	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072637	fasp.sra.ebi.ac.uk:/vol1/drr/DRR072/DRR072637	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072637				SAMD00057078		CK-30		2018-06-14
30	PRJDB5064	DRP004280	SAMD00057079	DRS063813	DRX066576	DRR072638	DRA005151	539655	human skin metagenome	LS454	454 GS FLX Titanium			SINGLE	AMPLICON	METAGENOMIC	PCR	2500	863527	UT_COB	2018-06-14	2018-06-14	454 GS FLX Titanium sequencing; 454 GS FLX Titanium sequencing of SAMD00057079	16S amplicon sequence analysis of skin microbiomes from Japanese individual	DRP004280	DRX066576	DRR072638	273981	474b989732d0c27b5b24db3cd1c2346b	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072638/DRR072638.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR072/DRR072638/DRR072638.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072638/DRR072638.fastq.gz							432238.0	6d9eb5d741c3f3e8f4676b6f1a2eb2bf	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072638	fasp.sra.ebi.ac.uk:/vol1/drr/DRR072/DRR072638	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072638				SAMD00057079		CK-31		2018-06-14
31	PRJDB5064	DRP004280	SAMD00057080	DRS063814	DRX066577	DRR072639	DRA005151	539655	human skin metagenome	LS454	454 GS FLX Titanium			SINGLE	AMPLICON	METAGENOMIC	PCR	2500	871494	UT_COB	2018-06-14	2018-06-14	454 GS FLX Titanium sequencing; 454 GS FLX Titanium sequencing of SAMD00057080	16S amplicon sequence analysis of skin microbiomes from Japanese individual	DRP004280	DRX066577	DRR072639	223829	5be67164bd4a22ba5b9cb62468a01370	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072639/DRR072639.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR072/DRR072639/DRR072639.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072639/DRR072639.fastq.gz							430963.0	0ce23d55f1a1ce46a114aa351b177acc	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072639	fasp.sra.ebi.ac.uk:/vol1/drr/DRR072/DRR072639	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072639				SAMD00057080		CK-32		2018-06-14
32	PRJDB5064	DRP004280	SAMD00057081	DRS063815	DRX066578	DRR072640	DRA005151	539655	human skin metagenome	LS454	454 GS FLX Titanium			SINGLE	AMPLICON	METAGENOMIC	PCR	2500	873317	UT_COB	2018-06-14	2018-06-14	454 GS FLX Titanium sequencing; 454 GS FLX Titanium sequencing of SAMD00057081	16S amplicon sequence analysis of skin microbiomes from Japanese individual	DRP004280	DRX066578	DRR072640	226761	9ce84b5227e1b5ab96d95dcb4c42f9ff	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072640/DRR072640.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR072/DRR072640/DRR072640.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072640/DRR072640.fastq.gz							426608.0	962b752584802aa554b606ab1eb0a911	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072640	fasp.sra.ebi.ac.uk:/vol1/drr/DRR072/DRR072640	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072640				SAMD00057081		CK-33		2018-06-14
33	PRJDB5064	DRP004280	SAMD00057082	DRS063816	DRX066579	DRR072641	DRA005151	539655	human skin metagenome	LS454	454 GS FLX Titanium			SINGLE	AMPLICON	METAGENOMIC	PCR	2500	865330	UT_COB	2018-06-14	2018-06-14	454 GS FLX Titanium sequencing; 454 GS FLX Titanium sequencing of SAMD00057082	16S amplicon sequence analysis of skin microbiomes from Japanese individual	DRP004280	DRX066579	DRR072641	190004	e678e57d0cfe3d069693976a9fa26ee4	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072641/DRR072641.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR072/DRR072641/DRR072641.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072641/DRR072641.fastq.gz							390691.0	4ed8e1f64b984831d48dca8be1f10481	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072641	fasp.sra.ebi.ac.uk:/vol1/drr/DRR072/DRR072641	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072641				SAMD00057082		CK-34		2018-06-14
34	PRJDB5064	DRP004280	SAMD00057083	DRS063817	DRX066580	DRR072642	DRA005151	539655	human skin metagenome	LS454	454 GS FLX Titanium			SINGLE	AMPLICON	METAGENOMIC	PCR	2500	866626	UT_COB	2018-06-14	2018-06-14	454 GS FLX Titanium sequencing; 454 GS FLX Titanium sequencing of SAMD00057083	16S amplicon sequence analysis of skin microbiomes from Japanese individual	DRP004280	DRX066580	DRR072642	217118	f3816642332bbbea9bfe0350122fdf34	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072642/DRR072642.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR072/DRR072642/DRR072642.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072642/DRR072642.fastq.gz							410938.0	54794803624fa4b4aca26e058d672c76	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072642	fasp.sra.ebi.ac.uk:/vol1/drr/DRR072/DRR072642	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072642				SAMD00057083		CK-35		2018-06-14
35	PRJDB5064	DRP004280	SAMD00057084	DRS063818	DRX066581	DRR072643	DRA005151	539655	human skin metagenome	LS454	454 GS FLX Titanium			SINGLE	AMPLICON	METAGENOMIC	PCR	2500	873294	UT_COB	2018-06-14	2018-06-14	454 GS FLX Titanium sequencing; 454 GS FLX Titanium sequencing of SAMD00057084	16S amplicon sequence analysis of skin microbiomes from Japanese individual	DRP004280	DRX066581	DRR072643	274968	dbf48ad3aff574dabe5e502781601acc	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072643/DRR072643.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR072/DRR072643/DRR072643.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072643/DRR072643.fastq.gz							449828.0	5cdae1f51ac19005ec83feea7ed67289	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072643	fasp.sra.ebi.ac.uk:/vol1/drr/DRR072/DRR072643	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072643				SAMD00057084		CK-36		2018-06-14
36	PRJDB5064	DRP004280	SAMD00057085	DRS063819	DRX066582	DRR072644	DRA005151	539655	human skin metagenome	LS454	454 GS FLX Titanium			SINGLE	AMPLICON	METAGENOMIC	PCR	2500	864938	UT_COB	2018-06-14	2018-06-14	454 GS FLX Titanium sequencing; 454 GS FLX Titanium sequencing of SAMD00057085	16S amplicon sequence analysis of skin microbiomes from Japanese individual	DRP004280	DRX066582	DRR072644	184978	2fb5c7f6135af423d4ba3d073c77641b	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072644/DRR072644.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR072/DRR072644/DRR072644.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072644/DRR072644.fastq.gz							382691.0	eed5f681d9254aa002711e4390cf0c8e	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072644	fasp.sra.ebi.ac.uk:/vol1/drr/DRR072/DRR072644	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072644				SAMD00057085		CK-37		2018-06-14
37	PRJDB5064	DRP004280	SAMD00057086	DRS063820	DRX066583	DRR072645	DRA005151	539655	human skin metagenome	LS454	454 GS FLX Titanium			SINGLE	AMPLICON	METAGENOMIC	PCR	2500	861589	UT_COB	2018-06-14	2018-06-14	454 GS FLX Titanium sequencing; 454 GS FLX Titanium sequencing of SAMD00057086	16S amplicon sequence analysis of skin microbiomes from Japanese individual	DRP004280	DRX066583	DRR072645	284318	21e2ba2fff2b14b437374bd276e13e0e	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072645/DRR072645.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR072/DRR072645/DRR072645.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072645/DRR072645.fastq.gz							449207.0	265ac6151f4a34a7094d45936fa627d9	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072645	fasp.sra.ebi.ac.uk:/vol1/drr/DRR072/DRR072645	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072645				SAMD00057086		FAR-01		2018-06-14
38	PRJDB5064	DRP004280	SAMD00057087	DRS063821	DRX066584	DRR072646	DRA005151	539655	human skin metagenome	LS454	454 GS FLX Titanium			SINGLE	AMPLICON	METAGENOMIC	PCR	2500	860884	UT_COB	2018-06-14	2018-06-14	454 GS FLX Titanium sequencing; 454 GS FLX Titanium sequencing of SAMD00057087	16S amplicon sequence analysis of skin microbiomes from Japanese individual	DRP004280	DRX066584	DRR072646	306793	bcfcd5201cc4abf777b51df862aed915	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072646/DRR072646.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR072/DRR072646/DRR072646.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072646/DRR072646.fastq.gz							457416.0	600ccbf2c3dcd09162881cc416b0eeed	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072646	fasp.sra.ebi.ac.uk:/vol1/drr/DRR072/DRR072646	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072646				SAMD00057087		FAR-02		2018-06-14
39	PRJDB5064	DRP004280	SAMD00057088	DRS063822	DRX066585	DRR072647	DRA005151	539655	human skin metagenome	LS454	454 GS FLX Titanium			SINGLE	AMPLICON	METAGENOMIC	PCR	2500	876312	UT_COB	2018-06-14	2018-06-14	454 GS FLX Titanium sequencing; 454 GS FLX Titanium sequencing of SAMD00057088	16S amplicon sequence analysis of skin microbiomes from Japanese individual	DRP004280	DRX066585	DRR072647	303433	0d0820f20027c8b36b53e2563857ad9e	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072647/DRR072647.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR072/DRR072647/DRR072647.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072647/DRR072647.fastq.gz							459048.0	dcde3f93120573d0d7b3d939a4e37171	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072647	fasp.sra.ebi.ac.uk:/vol1/drr/DRR072/DRR072647	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072647				SAMD00057088		FAR-03		2018-06-14
40	PRJDB5064	DRP004280	SAMD00057089	DRS063823	DRX066586	DRR072648	DRA005151	539655	human skin metagenome	LS454	454 GS FLX Titanium			SINGLE	AMPLICON	METAGENOMIC	PCR	2500	874400	UT_COB	2018-06-14	2018-06-14	454 GS FLX Titanium sequencing; 454 GS FLX Titanium sequencing of SAMD00057089	16S amplicon sequence analysis of skin microbiomes from Japanese individual	DRP004280	DRX066586	DRR072648	279596	359eaa4cb1ee6651e22960c63081b231	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072648/DRR072648.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR072/DRR072648/DRR072648.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072648/DRR072648.fastq.gz							452717.0	4c727131fda9338a3d0cd0d9ad4cd6d3	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072648	fasp.sra.ebi.ac.uk:/vol1/drr/DRR072/DRR072648	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072648				SAMD00057089		FAR-04		2018-06-14
41	PRJDB5064	DRP004280	SAMD00057090	DRS063824	DRX066587	DRR072649	DRA005151	539655	human skin metagenome	LS454	454 GS FLX Titanium			SINGLE	AMPLICON	METAGENOMIC	PCR	2500	858832	UT_COB	2018-06-14	2018-06-14	454 GS FLX Titanium sequencing; 454 GS FLX Titanium sequencing of SAMD00057090	16S amplicon sequence analysis of skin microbiomes from Japanese individual	DRP004280	DRX066587	DRR072649	233846	9259c6589a3082018b2b9f6822be2109	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072649/DRR072649.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR072/DRR072649/DRR072649.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072649/DRR072649.fastq.gz							435960.0	4de7f3fd6451499db1bbc4e9cea2a950	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072649	fasp.sra.ebi.ac.uk:/vol1/drr/DRR072/DRR072649	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072649				SAMD00057090		FAR-05		2018-06-14
42	PRJDB5064	DRP004280	SAMD00057091	DRS063825	DRX066588	DRR072650	DRA005151	539655	human skin metagenome	LS454	454 GS FLX Titanium			SINGLE	AMPLICON	METAGENOMIC	PCR	2500	858525	UT_COB	2018-06-14	2018-06-14	454 GS FLX Titanium sequencing; 454 GS FLX Titanium sequencing of SAMD00057091	16S amplicon sequence analysis of skin microbiomes from Japanese individual	DRP004280	DRX066588	DRR072650	278877	8c7611b02c3d31333443b2742c7324d8	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072650/DRR072650.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR072/DRR072650/DRR072650.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072650/DRR072650.fastq.gz							473237.0	02342cdc5d0b6380a870d083aba9ebb1	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072650	fasp.sra.ebi.ac.uk:/vol1/drr/DRR072/DRR072650	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072650				SAMD00057091		FAR-06		2018-06-14
43	PRJDB5064	DRP004280	SAMD00057092	DRS063826	DRX066589	DRR072651	DRA005151	539655	human skin metagenome	LS454	454 GS FLX Titanium			SINGLE	AMPLICON	METAGENOMIC	PCR	2500	868301	UT_COB	2018-06-14	2018-06-14	454 GS FLX Titanium sequencing; 454 GS FLX Titanium sequencing of SAMD00057092	16S amplicon sequence analysis of skin microbiomes from Japanese individual	DRP004280	DRX066589	DRR072651	285215	adb9add2080e50401c5da143adcc02d7	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072651/DRR072651.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR072/DRR072651/DRR072651.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072651/DRR072651.fastq.gz							444336.0	24fcb8631c731ffd4a35fbf9d4a37c2d	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072651	fasp.sra.ebi.ac.uk:/vol1/drr/DRR072/DRR072651	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072651				SAMD00057092		FAR-07		2018-06-14
44	PRJDB5064	DRP004280	SAMD00057093	DRS063827	DRX066590	DRR072652	DRA005151	539655	human skin metagenome	LS454	454 GS FLX Titanium			SINGLE	AMPLICON	METAGENOMIC	PCR	2500	867614	UT_COB	2018-06-14	2018-06-14	454 GS FLX Titanium sequencing; 454 GS FLX Titanium sequencing of SAMD00057093	16S amplicon sequence analysis of skin microbiomes from Japanese individual	DRP004280	DRX066590	DRR072652	311209	aea22b21e631a4c241a8babfeaac7e8c	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072652/DRR072652.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR072/DRR072652/DRR072652.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072652/DRR072652.fastq.gz							453501.0	dbabfb5edf215645f331c3adae0003ea	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072652	fasp.sra.ebi.ac.uk:/vol1/drr/DRR072/DRR072652	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072652				SAMD00057093		FAR-08		2018-06-14
45	PRJDB5064	DRP004280	SAMD00057094	DRS063828	DRX066591	DRR072653	DRA005151	539655	human skin metagenome	LS454	454 GS FLX Titanium			SINGLE	AMPLICON	METAGENOMIC	PCR	2500	867424	UT_COB	2018-06-14	2018-06-14	454 GS FLX Titanium sequencing; 454 GS FLX Titanium sequencing of SAMD00057094	16S amplicon sequence analysis of skin microbiomes from Japanese individual	DRP004280	DRX066591	DRR072653	275889	d5b1efa1b53ef841fcb060b0f432ee8c	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072653/DRR072653.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR072/DRR072653/DRR072653.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072653/DRR072653.fastq.gz							447232.0	33e7a21b034e84952ce94b500af3d153	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072653	fasp.sra.ebi.ac.uk:/vol1/drr/DRR072/DRR072653	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072653				SAMD00057094		FAR-09		2018-06-14
46	PRJDB5064	DRP004280	SAMD00057095	DRS063829	DRX066592	DRR072654	DRA005151	539655	human skin metagenome	LS454	454 GS FLX Titanium			SINGLE	AMPLICON	METAGENOMIC	PCR	2500	867811	UT_COB	2018-06-14	2018-06-14	454 GS FLX Titanium sequencing; 454 GS FLX Titanium sequencing of SAMD00057095	16S amplicon sequence analysis of skin microbiomes from Japanese individual	DRP004280	DRX066592	DRR072654	287061	aa705ab36dfd283bf173d7e28c49df2d	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072654/DRR072654.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR072/DRR072654/DRR072654.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072654/DRR072654.fastq.gz							447949.0	230117ffbc0561913c8911797366afb1	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072654	fasp.sra.ebi.ac.uk:/vol1/drr/DRR072/DRR072654	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072654				SAMD00057095		FAR-10		2018-06-14
47	PRJDB5064	DRP004280	SAMD00057096	DRS063830	DRX066593	DRR072655	DRA005151	539655	human skin metagenome	LS454	454 GS FLX Titanium			SINGLE	AMPLICON	METAGENOMIC	PCR	2500	858783	UT_COB	2018-06-14	2018-06-14	454 GS FLX Titanium sequencing; 454 GS FLX Titanium sequencing of SAMD00057096	16S amplicon sequence analysis of skin microbiomes from Japanese individual	DRP004280	DRX066593	DRR072655	269368	2c38faf9a3c44f7d726e54e2300384aa	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072655/DRR072655.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR072/DRR072655/DRR072655.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072655/DRR072655.fastq.gz							439746.0	1f60cf13a3a6f1be24bf5e69ed53ebf4	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072655	fasp.sra.ebi.ac.uk:/vol1/drr/DRR072/DRR072655	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072655				SAMD00057096		FAR-11		2018-06-14
48	PRJDB5064	DRP004280	SAMD00057097	DRS063831	DRX066594	DRR072656	DRA005151	539655	human skin metagenome	LS454	454 GS FLX Titanium			SINGLE	AMPLICON	METAGENOMIC	PCR	2500	861808	UT_COB	2018-06-14	2018-06-14	454 GS FLX Titanium sequencing; 454 GS FLX Titanium sequencing of SAMD00057097	16S amplicon sequence analysis of skin microbiomes from Japanese individual	DRP004280	DRX066594	DRR072656	254212	7a4d0a6f24403368b366df3d3416eebd	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072656/DRR072656.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/DRR072/DRR072656/DRR072656.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR072/DRR072656/DRR072656.fastq.gz							440731.0	05e09fbfd66a4d81b06ff59c6a84088f	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072656	fasp.sra.ebi.ac.uk:/vol1/drr/DRR072/DRR072656	ftp.sra.ebi.ac.uk/vol1/drr/DRR072/DRR072656				SAMD00057097		FAR-12		2018-06-14
