run_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
SRR13348332	SRP300200	SAMN17209661	SRS7961598	SRX9774142	PRJNA689547	SRA1179876	256318	metagenome	ILLUMINA	Illumina MiSeq	S.191220.00909_26		PAIRED	AMPLICON	METAGENOMIC	PCR	34728	17433456	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191220.00909_26	S.191220.00909_26_L001_R1_001.fastq.gz	3595924;3653762	e1173d3d774f4fbe512abb33d436b679;a4a6153d2e3146810ce842ae8ccf4014	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/032/SRR13348332/SRR13348332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/032/SRR13348332/SRR13348332_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/032/SRR13348332/SRR13348332_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/032/SRR13348332/SRR13348332_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/032/SRR13348332/SRR13348332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/032/SRR13348332/SRR13348332_2.fastq.gz							9599182	ef11c8d90adb20335ce685c6e48d08b1	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/032/SRR13348332	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/032/SRR13348332	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/032/SRR13348332	S.191220.00909_26		MIMS Environmental/Metagenome sample from metagenome		2021-01-04
SRR13348335	SRP300200	SAMN17209659	SRS7961591	SRX9774139	PRJNA689547	SRA1179876	256318	metagenome	ILLUMINA	Illumina MiSeq	S.191220.00907_144		PAIRED	AMPLICON	METAGENOMIC	PCR	7418	3723836	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191220.00907_144	S.191220.00907_144_L001_R1_001.fastq.gz	765474;790628	e39136eefc9c47971d44490bf276d698;1daebdcf3a74ee8b96812418d6dd6ace	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/035/SRR13348335/SRR13348335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/035/SRR13348335/SRR13348335_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/035/SRR13348335/SRR13348335_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/035/SRR13348335/SRR13348335_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/035/SRR13348335/SRR13348335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/035/SRR13348335/SRR13348335_2.fastq.gz							2028946	76318756edaff1868353da694c73b965	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/035/SRR13348335	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/035/SRR13348335	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/035/SRR13348335	S.191220.00907_144		MIMS Environmental/Metagenome sample from metagenome		2021-01-04
SRR13348338	SRP300200	SAMN17209655	SRS7961952	SRX9774498	PRJNA689547	SRA1179876	256318	metagenome	ILLUMINA	Illumina MiSeq	S.191220.00903_102		PAIRED	AMPLICON	METAGENOMIC	PCR	34156	17146312	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191220.00903_102	S.191220.00903_102_L001_R1_001.fastq.gz	2745979;2873808	24532c7fa4631d75415fe9c550b990ab;da450fa0ed9c0dc53d3206fe3888201c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/038/SRR13348338/SRR13348338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/038/SRR13348338/SRR13348338_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/038/SRR13348338/SRR13348338_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/038/SRR13348338/SRR13348338_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/038/SRR13348338/SRR13348338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/038/SRR13348338/SRR13348338_2.fastq.gz							7909244	f17d66f2b62d1bdf4d0b4f3025935c5f	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/038/SRR13348338	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/038/SRR13348338	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/038/SRR13348338	S.191220.00903_102		MIMS Environmental/Metagenome sample from metagenome		2021-01-04
SRR13348340	SRP300200	SAMN17209654	SRS7961953	SRX9774497	PRJNA689547	SRA1179876	256318	metagenome	ILLUMINA	Illumina MiSeq	S.191220.00902_137		PAIRED	AMPLICON	METAGENOMIC	PCR	6829	3428158	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191220.00902_137	S.191220.00902_137_L001_R1_001.fastq.gz	659093;575575	48f5ee403c4ba3ee8be057e77e95f31e;dc60e9f95b7e734df8548af5515b685f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/040/SRR13348340/SRR13348340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/040/SRR13348340/SRR13348340_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/040/SRR13348340/SRR13348340_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/040/SRR13348340/SRR13348340_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/040/SRR13348340/SRR13348340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/040/SRR13348340/SRR13348340_2.fastq.gz							1773878	73ca37e32fc0cb451b72e91de858b899	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/040/SRR13348340	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/040/SRR13348340	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/040/SRR13348340	S.191220.00902_137		MIMS Environmental/Metagenome sample from metagenome		2021-01-04
SRR13348343	SRP300200	SAMN17209651	SRS7961949	SRX9774494	PRJNA689547	SRA1179876	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	S.191119.00063_9		PAIRED	AMPLICON	METAGENOMIC	PCR	57946	29088892	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191119.00063_9	S.191119.00063_9_L001_R1_001.fastq.gz	4621656;4611818	9e7870d415cca3cb2a5f3b25e5e3e469;2768ca3f87cb255f686d15fc5015bbf9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/043/SRR13348343/SRR13348343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/043/SRR13348343/SRR13348343_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/043/SRR13348343/SRR13348343_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/043/SRR13348343/SRR13348343_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/043/SRR13348343/SRR13348343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/043/SRR13348343/SRR13348343_2.fastq.gz							13637251	50a20c8dbd4bc1f6fcb0ebb27a3fbeea	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/043/SRR13348343	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/043/SRR13348343	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/043/SRR13348343	S.191119.00063_9		MIMS Environmental/Metagenome sample from human skin metagenome		2021-01-04
SRR13348347	SRP300200	SAMN17209650	SRS7961947	SRX9774493	PRJNA689547	SRA1179876	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	S.191211.00008_56		PAIRED	AMPLICON	METAGENOMIC	PCR	74442	37369884	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191211.00008_56	S.191211.00008_56_L001_R1_001.fastq.gz	6505793;7237754	a35a462135f8c5b8afcdfe845efc053f;bf3322509e98ad05745d6999e209da52	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/047/SRR13348347/SRR13348347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/047/SRR13348347/SRR13348347_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/047/SRR13348347/SRR13348347_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/047/SRR13348347/SRR13348347_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/047/SRR13348347/SRR13348347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/047/SRR13348347/SRR13348347_2.fastq.gz							18598196	a6fc3d16a521df8807c8d21dd193086c	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/047/SRR13348347	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/047/SRR13348347	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/047/SRR13348347	S.191211.00008_56		MIMS Environmental/Metagenome sample from human skin metagenome		2021-01-04
SRR13348361	SRP300200	SAMN17209635	SRS7961930	SRX9774476	PRJNA689547	SRA1179876	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	S.191114.00217_45		PAIRED	AMPLICON	METAGENOMIC	PCR	69632	34955264	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191114.00217_45	S.191114.00217_45_L001_R1_001.fastq.gz	6124683;6733263	aa96b71dc5ad3e5014c3d3a097e2bb01;a4e65e86d659f5801a6b67a4db362e3d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/061/SRR13348361/SRR13348361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/061/SRR13348361/SRR13348361_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/061/SRR13348361/SRR13348361_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/061/SRR13348361/SRR13348361_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/061/SRR13348361/SRR13348361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/061/SRR13348361/SRR13348361_2.fastq.gz							18292930	a5ac7028029910f412303849aaa8fa5b	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/061/SRR13348361	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/061/SRR13348361	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/061/SRR13348361	S.191114.00217_45		MIMS Environmental/Metagenome sample from human skin metagenome		2021-01-04
SRR13348362	SRP300200	SAMN17209633	SRS7961928	SRX9774474	PRJNA689547	SRA1179876	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	S.191122.00710_6		PAIRED	AMPLICON	METAGENOMIC	PCR	71350	35817700	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191122.00710_6	S.191122.00710_6_L001_R1_001.fastq.gz	5767728;5512415	fef47deb209d9c291369f04f0a8c9353;5006c85c40cb4b209bf29fd7217ef4f6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/062/SRR13348362/SRR13348362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/062/SRR13348362/SRR13348362_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/062/SRR13348362/SRR13348362_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/062/SRR13348362/SRR13348362_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/062/SRR13348362/SRR13348362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/062/SRR13348362/SRR13348362_2.fastq.gz							16378181	3c7b3b210083ee5cf91221dc990011b9	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/062/SRR13348362	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/062/SRR13348362	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/062/SRR13348362	S.191122.00710_6		MIMS Environmental/Metagenome sample from human skin metagenome		2021-01-04
SRR13348368	SRP300200	SAMN17209629	SRS7961923	SRX9774469	PRJNA689547	SRA1179876	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	S.191123.00108_139		PAIRED	AMPLICON	METAGENOMIC	PCR	66527	33396554	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191123.00108_139	S.191123.00108_139_L001_R1_001.fastq.gz	6616653;5799003	d3886dad3d28ffa7a6392347d9effa94;e99125fa3151af1b2ea0ded52e2a3b16	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/068/SRR13348368/SRR13348368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/068/SRR13348368/SRR13348368_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/068/SRR13348368/SRR13348368_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/068/SRR13348368/SRR13348368_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/068/SRR13348368/SRR13348368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/068/SRR13348368/SRR13348368_2.fastq.gz							17802898	5aabc27307d19d85ba5f1fcb402c9712	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/068/SRR13348368	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/068/SRR13348368	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/068/SRR13348368	S.191123.00108_139		MIMS Environmental/Metagenome sample from human skin metagenome		2021-01-04
SRR13348369	SRP300200	SAMN17209628	SRS7961924	SRX9774468	PRJNA689547	SRA1179876	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	S.191105.00091_157		PAIRED	AMPLICON	METAGENOMIC	PCR	3167	1589834	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191105.00091_157	S.191105.00091_157_L001_R1_001.fastq.gz	344097;325217	f202163195f64ab1036baf7f4774b1e4;c019c7f6711ba98e17d3d9e07c025c71	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/069/SRR13348369/SRR13348369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/069/SRR13348369/SRR13348369_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/069/SRR13348369/SRR13348369_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/069/SRR13348369/SRR13348369_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/069/SRR13348369/SRR13348369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/069/SRR13348369/SRR13348369_2.fastq.gz							909242	0b67602a01295874cac9d65ff47b500e	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/069/SRR13348369	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/069/SRR13348369	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/069/SRR13348369	S.191105.00091_157		MIMS Environmental/Metagenome sample from human skin metagenome		2021-01-04
SRR13348372	SRP300200	SAMN17209624	SRS7961919	SRX9774464	PRJNA689547	SRA1179876	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	S.191123.00008_25		PAIRED	AMPLICON	METAGENOMIC	PCR	70114	35197228	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191123.00008_25	S.191123.00008_25_L001_R1_001.fastq.gz	6208806;5955167	b56294c1e5d149af89e5bfdabe1ba65f;c6567dabfa327dedefacd396a0e1d65b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/072/SRR13348372/SRR13348372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/072/SRR13348372/SRR13348372_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/072/SRR13348372/SRR13348372_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/072/SRR13348372/SRR13348372_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/072/SRR13348372/SRR13348372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/072/SRR13348372/SRR13348372_2.fastq.gz							17408548	81edb2afd4c7da69557ec307399476d6	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/072/SRR13348372	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/072/SRR13348372	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/072/SRR13348372	S.191123.00008_25		MIMS Environmental/Metagenome sample from human skin metagenome		2021-01-04
SRR13348373	SRP300200	SAMN17209627	SRS7961922	SRX9774467	PRJNA689547	SRA1179876	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	S.191113.00036_43		PAIRED	AMPLICON	METAGENOMIC	PCR	90398	45379796	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191113.00036_43	S.191113.00036_43_L001_R1_001.fastq.gz	8530952;8055820	53fc8368f5167b8ce1c7f1e3b47749ce;67f175f51f36a8be2e7a61d1a0c29122	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/073/SRR13348373/SRR13348373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/073/SRR13348373/SRR13348373_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/073/SRR13348373/SRR13348373_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/073/SRR13348373/SRR13348373_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/073/SRR13348373/SRR13348373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/073/SRR13348373/SRR13348373_2.fastq.gz							22614639	8fbc5937e6bd0e3470c46c3a981781e6	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/073/SRR13348373	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/073/SRR13348373	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/073/SRR13348373	S.191113.00036_43		MIMS Environmental/Metagenome sample from human skin metagenome		2021-01-04
SRR13348374	SRP300200	SAMN17209623	SRS7961915	SRX9774463	PRJNA689547	SRA1179876	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	S.191211.00639_145		PAIRED	AMPLICON	METAGENOMIC	PCR	80616	40469232	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191211.00639_145	S.191211.00639_145_L001_R1_001.fastq.gz	7424927;6860998	75afdfdf9dd42f5aaafe8832966b488d;dbe64ff54099384dbfb4ffe03cf0ba93	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/074/SRR13348374/SRR13348374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/074/SRR13348374/SRR13348374_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/074/SRR13348374/SRR13348374_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/074/SRR13348374/SRR13348374_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/074/SRR13348374/SRR13348374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/074/SRR13348374/SRR13348374_2.fastq.gz							20331179	be36674ae9e3c9369d557f4dee71e8b9	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/074/SRR13348374	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/074/SRR13348374	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/074/SRR13348374	S.191211.00639_145		MIMS Environmental/Metagenome sample from human skin metagenome		2021-01-04
SRR13348375	SRP300200	SAMN17209622	SRS7961916	SRX9774462	PRJNA689547	SRA1179876	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	S.191215.00052_27		PAIRED	AMPLICON	METAGENOMIC	PCR	63076	31664152	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191215.00052_27	S.191215.00052_27_L001_R1_001.fastq.gz	6403615;5440047	1da687296daaf3fbcac985b9e7667760;5c557f2f54efaa9c3719937254fd4dc9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/075/SRR13348375/SRR13348375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/075/SRR13348375/SRR13348375_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/075/SRR13348375/SRR13348375_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/075/SRR13348375/SRR13348375_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/075/SRR13348375/SRR13348375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/075/SRR13348375/SRR13348375_2.fastq.gz							16592810	b94875d8d5e26944d4ee344e8b1e9a79	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/075/SRR13348375	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/075/SRR13348375	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/075/SRR13348375	S.191215.00052_27		MIMS Environmental/Metagenome sample from human skin metagenome		2021-01-04
SRR13348376	SRP300200	SAMN17209621	SRS7961921	SRX9774461	PRJNA689547	SRA1179876	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	S.191208.00009_143		PAIRED	AMPLICON	METAGENOMIC	PCR	91502	45934004	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191208.00009_143	S.191208.00009_143_L001_R1_001.fastq.gz	8570313;8369628	e6876433e0b1c1f1d371682c641f1031;8d609eb2fb1122ed3b92f077fa42ad1b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/076/SRR13348376/SRR13348376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/076/SRR13348376/SRR13348376_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/076/SRR13348376/SRR13348376_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/076/SRR13348376/SRR13348376_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/076/SRR13348376/SRR13348376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/076/SRR13348376/SRR13348376_2.fastq.gz							23790944	7470b1f75bd515f320a2c792a5f4af41	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/076/SRR13348376	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/076/SRR13348376	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/076/SRR13348376	S.191208.00009_143		MIMS Environmental/Metagenome sample from human skin metagenome		2021-01-04
SRR13348378	SRP300200	SAMN17209619	SRS7961913	SRX9774458	PRJNA689547	SRA1179876	539655	human skin metagenome	ILLUMINA	Illumina MiSeq	S.191119.00079_66		PAIRED	AMPLICON	METAGENOMIC	PCR	72213	36250926	SUB8758289	2021-01-04	2021-01-04	Illumina MiSeq sequencing: 16S Sequencing of Patient and Environmental Microbiome within the Intensive Care Unit	Patient and Environmental Microbiome within the Intensive Care Unit	PRJNA689547	S.191119.00079_66	S.191119.00079_66_L001_R1_001.fastq.gz	7618974;6665606	91d303d85489ecf7cdbfed59cc218c49;c3b81d615319f202280e95b8e6434086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/078/SRR13348378/SRR13348378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/078/SRR13348378/SRR13348378_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/078/SRR13348378/SRR13348378_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR133/078/SRR13348378/SRR13348378_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/078/SRR13348378/SRR13348378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/078/SRR13348378/SRR13348378_2.fastq.gz							19845335	fdb3e60734a7be4da70459e4d8f3beb9	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/078/SRR13348378	fasp.sra.ebi.ac.uk:/vol1/srr/SRR133/078/SRR13348378	ftp.sra.ebi.ac.uk/vol1/srr/SRR133/078/SRR13348378	S.191119.00079_66		MIMS Environmental/Metagenome sample from human skin metagenome		2021-01-04
